PromedionaSueldos;target;No_Radicacion;FechaCreacion;Id_Tramite;Tramite;id_TipoLiquidacion;TipoLiquidacion;Id_Instancia;Instancia;TiemposPublicos;Id_TipoDoc;Documento;CodigoDane;Id_TipoDeSolicitante;TipoDeSolicitante;Id_Origen;Origen;Id_proceso_Entrada;proceso_Entrada;Id_Oficina;Oficina
5,9;MANUAL;2022_10601474;44774;7;Indemnizaciónnavejez;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;53;OFICINAnaSECCIONALnaCnaBUGA
6;MANUAL;2022_10654195;44775;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;;
22,3;MANUAL;2022_10667039;44775;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
12,9;MANUAL;2022_10684666;44775;7;Indemnizaciónnavejez;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;6;OFICINAnaCENTROCCIDENTALnaMEDELLIN
12,6;MANUAL;2022_10692780;44775;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
17;MANUAL;2022_10725009;44776;7;Indemnizaciónnavejez;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;33;OFICINAnaSECCIONALnaBnaFLORENCIA
17,5;MANUAL;2022_10733716;44776;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;28;OFICINAnaSECCIONALnaAnaVILLAVICENCIO
21,6;MANUAL;2022_10742873;44776;15;Pensiónnadenavejeznatiemposnapúblicosna–naregímenesnaespeciales;1;Reconocimiento;1;AclaracionnaVBP;1;1;Cédulanadenaciudadanía;;5;AfiliadonatiemposnapúblicosnaNOnaCotizadonaanaColpension;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
13,8;MANUAL;2022_10746024;44776;7;Indemnizaciónnavejez;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;22;OFICINAnaSECCIONALnaAnaPASTO
24,2;MANUAL;2022_10751971;44776;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
14,3;MANUAL;2022_10753342;44776;7;Indemnizaciónnavejez;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;42;OFICINAnaSECCIONALnaBnaSANTAnaMARTA
17,4;MANUAL;2022_10798357;44777;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;47;OFICINAnaSECCIONALnaBnaVALLEDUPAR
15,8;MANUAL;2022_10801184;44777;15;Pensiónnadenavejeznatiemposnapúblicosna–naregímenesnaespeciales;1;Reconocimiento;1;AclaracionnaVBP;1;1;Cédulanadenaciudadanía;;32;TerceronaautorizadonaAfiliadonatiemposnapúblicosnaNOnaCo;1;DianaanaDia;1;Estandarización;6;OFICINAnaCENTROCCIDENTALnaMEDELLIN
17,7;MANUAL;2022_10806322;44777;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;6;Apoderado;1;DianaanaDia;1;Estandarización;15;OFICINAnaSECCIONALnaAnaCALLEna94
24,3;MANUAL;2022_10811386;44777;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;14;OFICINAnaSECCIONALnaAnaCALInaSUR
18,7;MANUAL;2022_10836422;44777;15;Pensiónnadenavejeznatiemposnapúblicosna–naregímenesnaespeciales;1;Reconocimiento;1;AclaracionnaVBP;1;1;Cédulanadenaciudadanía;;5;AfiliadonatiemposnapúblicosnaNOnaCotizadonaanaColpension;1;DianaanaDia;1;Estandarización;5;OFICINAnanaSECCIONALnaBnaMEDELLINnaNORTE
21,7;MANUAL;2022_10838281;44777;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;15;OFICINAnaSECCIONALnaAnaCALLEna94
22,8;MANUAL;2022_10850704;44777;15;Pensiónnadenavejeznatiemposnapúblicosna–naregímenesnaespeciales;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;5;AfiliadonatiemposnapúblicosnaNOnaCotizadonaanaColpension;1;DianaanaDia;1;Estandarización;16;OFICINAnaSECCIONALnaAnaCARTAGENA
19,9;MANUAL;2022_10859675;44777;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;2;Cédulanadenaextranjería;;1;Afiliado;1;DianaanaDia;1;Estandarización;6;OFICINAnaCENTROCCIDENTALnaMEDELLIN
15,6;MANUAL;2022_10896334;44778;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;10;OFICINAnaSECCIONALnaAnaBOGOTAnaSUR
16;MANUAL;2022_10903244;44778;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;20;OFICINAnaSECCIONALnaAnaMEDELLÍNnaSUR
17,5;MANUAL;2022_10914806;44778;15;Pensiónnadenavejeznatiemposnapúblicosna–naregímenesnaespeciales;1;Reconocimiento;1;AclaracionnaVBP;1;1;Cédulanadenaciudadanía;;5;AfiliadonatiemposnapúblicosnaNOnaCotizadonaanaColpension;1;DianaanaDia;1;Estandarización;11;OFICINAnaSECCIONALnaAnaBUCARAMANGA
15,1;MANUAL;2022_10914863;44778;15;Pensiónnadenavejeznatiemposnapúblicosna–naregímenesnaespeciales;1;Reconocimiento;1;AclaracionnaVBP;1;1;Cédulanadenaciudadanía;;5;AfiliadonatiemposnapúblicosnaNOnaCotizadonaanaColpension;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
10;MANUAL;2022_10920132;44778;15;Pensiónnadenavejeznatiemposnapúblicosna–naregímenesnaespeciales;2;Reliquidacion;1;AclaracionnaVBP;1;1;Cédulanadenaciudadanía;;5;AfiliadonatiemposnapúblicosnaNOnaCotizadonaanaColpension;1;DianaanaDia;1;Estandarización;17;OFICINAnaSECCIONALnaAnaCHAPINEROna(ANTIGUAnaCALLEna71)
16,3;MANUAL;2022_10920551;44778;15;Pensiónnadenavejeznatiemposnapúblicosna–naregímenesnaespeciales;1;Reconocimiento;1;AclaracionnaVBP;1;1;Cédulanadenaciudadanía;;5;AfiliadonatiemposnapúblicosnaNOnaCotizadonaanaColpension;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
14,1;MANUAL;2022_10921818;44778;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
13,7;MANUAL;2022_10938475;44778;7;Indemnizaciónnavejez;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;6;Apoderado;1;DianaanaDia;1;Estandarización;26;OFICINAnaSECCIONALnaAnaTEUSAQUILLOna(ANTERIORnaCUNDINAMARCA)
15,1;MANUAL;2022_10940581;44778;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
22,8;MANUAL;2022_10946790;44778;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;12;OFICINAnaSECCIONALnaAnaCALInaCENTRO
23,9;MANUAL;2022_10955273;44778;15;Pensiónnadenavejeznatiemposnapúblicosna–naregímenesnaespeciales;1;Reconocimiento;1;AclaracionnaVBP;1;1;Cédulanadenaciudadanía;;5;AfiliadonatiemposnapúblicosnaNOnaCotizadonaanaColpension;1;DianaanaDia;1;Estandarización;21;OFICINAnaSECCIONALnaAnaNEIVA
22,4;MANUAL;2022_10958757;44778;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
14,9;MANUAL;2022_10959946;44778;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;80;SUPERCADEnaAMÉRICAS
19,6;MANUAL;2022_10960845;44778;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
14,2;MANUAL;2022_10966589;44778;7;Indemnizaciónnavejez;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;42;OFICINAnaSECCIONALnaBnaSANTAnaMARTA
12;MANUAL;2022_11088743;44781;15;Pensiónnadenavejeznatiemposnapúblicosna–naregímenesnaespeciales;1;Reconocimiento;1;AclaracionnaVBP;1;1;Cédulanadenaciudadanía;;5;AfiliadonatiemposnapúblicosnaNOnaCotizadonaanaColpension;1;DianaanaDia;1;Estandarización;73;REGIONALnaSUR
20,4;MANUAL;2022_11091303;44781;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;40;OFICINAnaSECCIONALnaBnaRIONEGRO
21,3;MANUAL;2022_11103994;44781;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;11;OFICINAnaSECCIONALnaAnaBUCARAMANGA
20,8;MANUAL;2022_11111783;44781;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;14;OFICINAnaSECCIONALnaAnaCALInaSUR
17,8;MANUAL;2022_11118039;44781;7;Indemnizaciónnavejez;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;6;Apoderado;1;DianaanaDia;1;Estandarización;14;OFICINAnaSECCIONALnaAnaCALInaSUR
21;MANUAL;2022_11118204;44781;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
5;MANUAL;2022_11119043;44781;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;6;Apoderado;1;DianaanaDia;1;Estandarización;38;OFICINAnaSECCIONALnaBnaQUIBDO
16,6;MANUAL;2022_11125960;44781;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;18;Terceronaautorizado;1;DianaanaDia;1;Estandarización;75;ROTONDAnaDESPACHOSnaJUDICIALES
9,6;MANUAL;2022_11127098;44781;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
24,9;MANUAL;2022_11128695;44781;15;Pensiónnadenavejeznatiemposnapúblicosna–naregímenesnaespeciales;1;Reconocimiento;1;AclaracionnaVBP;1;1;Cédulanadenaciudadanía;;5;AfiliadonatiemposnapúblicosnaNOnaCotizadonaanaColpension;1;DianaanaDia;1;Estandarización;27;OFICINAnaSECCIONALnaAnaTUNJA
21,6;MANUAL;2022_11129105;44781;7;Indemnizaciónnavejez;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;48;OFICINAnaSECCIONALnaBnaYOPAL
15;MANUAL;2022_11137763;44781;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
20,3;MANUAL;2022_11160818;44782;7;Indemnizaciónnavejez;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;52;OFICINAnaSECCIONALnaCnaARAUCA
19,3;MANUAL;2022_11168522;44782;7;Indemnizaciónnavejez;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;8;OFICINAnaSECCIONALnaAnaBARRANQUILLAnaCENTRO
15;MANUAL;2022_11170060;44782;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;32;OFICINAnaSECCIONALnaBnaFACATATIVÁ
21,6;MANUAL;2022_11171752;44782;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
23,7;MANUAL;2022_11180652;44782;7;Indemnizaciónnavejez;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;17;OFICINAnaSECCIONALnaAnaCHAPINEROna(ANTIGUAnaCALLEna71)
13,5;MANUAL;2022_11188338;44782;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
16,3;MANUAL;2022_11196175;44782;15;Pensiónnadenavejeznatiemposnapúblicosna–naregímenesnaespeciales;1;Reconocimiento;1;AclaracionnaVBP;1;1;Cédulanadenaciudadanía;;31;ApoderadonaAfiliadonatiemposnapúblicosnaNOnaCotizadosnaa;1;DianaanaDia;1;Estandarización;23;OFICINAnaSECCIONALnaAnaPEREIRA
14,6;MANUAL;2022_11206877;44782;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;6;Apoderado;1;DianaanaDia;1;Estandarización;11;OFICINAnaSECCIONALnaAnaBUCARAMANGA
15,8;MANUAL;2022_11208151;44782;15;Pensiónnadenavejeznatiemposnapúblicosna–naregímenesnaespeciales;2;Reliquidacion;1;AclaracionnaVBP;1;1;Cédulanadenaciudadanía;;5;AfiliadonatiemposnapúblicosnaNOnaCotizadonaanaColpension;1;DianaanaDia;1;Estandarización;84;SUPERCADEnaSUBA
3,7;MANUAL;2022_11209870;44782;7;Indemnizaciónnavejez;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;44;OFICINAnaSECCIONALnaBnaSOACHA
17,4;MANUAL;2022_11211405;44782;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
25;MANUAL;2022_11242263;44783;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;56;OFICINAnaSECCIONALnaCnaLAnaDORADA
18,8;MANUAL;2022_11242760;44783;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;18;OFICINAnaSECCIONALnaAnaCUCUTA
19,6;MANUAL;2022_11244334;44783;7;Indemnizaciónnavejez;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;4;OFICINAnanaSECCIONALnaAnaMANIZALES
21,4;MANUAL;2022_11245508;44783;1;Auxiliosnafunerarios;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;18;Terceronaautorizado;1;DianaanaDia;1;Estandarización;6;OFICINAnaCENTROCCIDENTALnaMEDELLIN
20,9;MANUAL;2022_11251355;44783;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;53;OFICINAnaSECCIONALnaCnaBUGA
14,5;MANUAL;2022_11255119;44783;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;42;OFICINAnaSECCIONALnaBnaSANTAnaMARTA
23,4;MANUAL;2022_11256712;44783;15;Pensiónnadenavejeznatiemposnapúblicosna–naregímenesnaespeciales;1;Reconocimiento;1;AclaracionnaVBP;1;1;Cédulanadenaciudadanía;;5;AfiliadonatiemposnapúblicosnaNOnaCotizadonaanaColpension;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
21,7;MANUAL;2022_11262467;44783;15;Pensiónnadenavejeznatiemposnapúblicosna–naregímenesnaespeciales;1;Reconocimiento;1;AclaracionnaVBP;1;1;Cédulanadenaciudadanía;;5;AfiliadonatiemposnapúblicosnaNOnaCotizadonaanaColpension;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
12,3;MANUAL;2022_11271516;44783;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;24;OFICINAnaSECCIONALnaAnaPRADOna(ANTERIORnaCEDRITOS)
21,6;MANUAL;2022_11275202;44783;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;6;Apoderado;1;DianaanaDia;1;Estandarización;26;OFICINAnaSECCIONALnaAnaTEUSAQUILLOna(ANTERIORnaCUNDINAMARCA)
16,7;MANUAL;2022_11275511;44783;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;4;OFICINAnanaSECCIONALnaAnaMANIZALES
21,8;MANUAL;2022_11287204;44783;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
15,4;MANUAL;2022_11301144;44783;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;22;OFICINAnaSECCIONALnaAnaPASTO
20,2;MANUAL;2022_11311957;44784;15;Pensiónnadenavejeznatiemposnapúblicosna–naregímenesnaespeciales;1;Reconocimiento;1;AclaracionnaVBP;1;1;Cédulanadenaciudadanía;;5;AfiliadonatiemposnapúblicosnaNOnaCotizadonaanaColpension;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
18;MANUAL;2022_11312838;44784;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;40;OFICINAnaSECCIONALnaBnaRIONEGRO
17,2;MANUAL;2022_11319228;44784;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;11;OFICINAnaSECCIONALnaAnaBUCARAMANGA
20,1;MANUAL;2022_11320181;44784;15;Pensiónnadenavejeznatiemposnapúblicosna–naregímenesnaespeciales;1;Reconocimiento;1;AclaracionnaVBP;1;1;Cédulanadenaciudadanía;;5;AfiliadonatiemposnapúblicosnaNOnaCotizadonaanaColpension;1;DianaanaDia;1;Estandarización;76;ROTONDAnaJURÍDICAnaCALI
20,1;MANUAL;2022_11329243;44784;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;6;Apoderado;1;DianaanaDia;1;Estandarización;20;OFICINAnaSECCIONALnaAnaMEDELLÍNnaSUR
15,6;MANUAL;2022_11339896;44784;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
2,6;MANUAL;2022_11340693;44784;15;Pensiónnadenavejeznatiemposnapúblicosna–naregímenesnaespeciales;1;Reconocimiento;1;AclaracionnaVBP;1;1;Cédulanadenaciudadanía;;5;AfiliadonatiemposnapúblicosnaNOnaCotizadonaanaColpension;1;DianaanaDia;1;Estandarización;15;OFICINAnaSECCIONALnaAnaCALLEna94
4;MANUAL;2022_11353173;44784;7;Indemnizaciónnavejez;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;49;OFICINAnaSECCIONALnaBnaZIPAQUIRÁ
18,6;MANUAL;2022_11359527;44784;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;8;OFICINAnaSECCIONALnaAnaBARRANQUILLAnaCENTRO
20,2;MANUAL;2022_11388877;44785;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;24;OFICINAnaSECCIONALnaAnaPRADOna(ANTERIORnaCEDRITOS)
12,9;MANUAL;2022_11390303;44785;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;6;Apoderado;1;DianaanaDia;1;Estandarización;40;OFICINAnaSECCIONALnaBnaRIONEGRO
17;MANUAL;2022_11391615;44785;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;70;Radicacionnaweb
15,4;MANUAL;2022_11416800;44785;7;Indemnizaciónnavejez;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;8;OFICINAnaSECCIONALnaAnaBARRANQUILLAnaCENTRO
19;MANUAL;2022_11438357;44785;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;6;Apoderado;1;DianaanaDia;1;Estandarización;11;OFICINAnaSECCIONALnaAnaBUCARAMANGA
18,7;MANUAL;2022_11473207;44789;7;Indemnizaciónnavejez;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;29;OFICINAnaSECCIONALnaBnaBARRANCABERMEJA
20,7;MANUAL;2022_11480256;44789;7;Indemnizaciónnavejez;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;44;OFICINAnaSECCIONALnaBnaSOACHA
21,3;MANUAL;2022_11483731;44789;15;Pensiónnadenavejeznatiemposnapúblicosna–naregímenesnaespeciales;1;Reconocimiento;1;AclaracionnaVBP;1;1;Cédulanadenaciudadanía;;5;AfiliadonatiemposnapúblicosnaNOnaCotizadonaanaColpension;1;DianaanaDia;1;Estandarización;83;SUPERCADEnaCARRERAna30
19,3;MANUAL;2022_11484138;44789;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;79;SUPERCADEna20naDEnaJULIO
7;MANUAL;2022_11489884;44789;15;Pensiónnadenavejeznatiemposnapúblicosna–naregímenesnaespeciales;1;Reconocimiento;1;AclaracionnaVBP;1;1;Cédulanadenaciudadanía;;5;AfiliadonatiemposnapúblicosnaNOnaCotizadonaanaColpension;1;DianaanaDia;1;Estandarización;25;OFICINAnaSECCIONALnaAnaSALITRE
18,9;MANUAL;2022_11494967;44789;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;28;OFICINAnaSECCIONALnaAnaVILLAVICENCIO
19,9;MANUAL;2022_11499164;44789;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;6;Apoderado;1;DianaanaDia;1;Estandarización;26;OFICINAnaSECCIONALnaAnaTEUSAQUILLOna(ANTERIORnaCUNDINAMARCA)
24;MANUAL;2022_11503598;44789;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;44;OFICINAnaSECCIONALnaBnaSOACHA
14,6;MANUAL;2022_11521920;44789;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;47;OFICINAnaSECCIONALnaBnaVALLEDUPAR
19,4;MANUAL;2022_11541436;44790;7;Indemnizaciónnavejez;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;24;OFICINAnaSECCIONALnaAnaPRADOna(ANTERIORnaCEDRITOS)
6;MANUAL;2022_11548620;44790;14;Pensiónnadenavejeznatiemposnaprivados;1;Reconocimiento;1;AclaracionnaVBP;0;1;Cédulanadenaciudadanía;;1;Afiliado;1;DianaanaDia;1;Estandarización;64;PUNTOnaDEnaATENCIONnaAnaENVIGADO
